,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures_mat,schoolsup,famsup,paid_mat,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_mat,G1_mat,G2_mat,G3_mat,failures_por,paid_por,absences_por,G1_por,G2_por,G3_por
120,MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,,no,yes,,no,yes,yes,yes,no,5,4,4,2,3,5,,,,,0.0,no,4.0,10.0,10.0,11.0
121,MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2,2,,no,no,,no,yes,yes,no,no,4,5,2,1,2,5,,,,,0.0,no,0.0,16.0,17.0,17.0
122,MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,2,1,,no,no,,no,yes,no,no,no,1,3,4,1,1,1,,,,,0.0,no,0.0,6.0,8.0,9.0
123,MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1,2,,no,yes,,no,yes,yes,no,no,5,3,2,1,3,2,,,,,0.0,no,5.0,10.0,11.0,11.0
124,MS,M,16,U,GT3,A,1,2,other,other,other,mother,1,3,,yes,no,,no,yes,yes,yes,no,4,4,3,1,1,5,,,,,0.0,no,0.0,10.0,11.0,11.0
125,MS,F,17,R,GT3,T,3,2,at_home,other,course,father,1,2,,no,no,,no,yes,yes,no,yes,4,5,4,1,2,5,,,,,1.0,no,0.0,10.0,10.0,10.0
126,MS,F,17,R,GT3,T,1,1,other,other,other,father,1,1,,no,yes,,no,no,no,yes,no,5,4,4,2,2,5,,,,,1.0,no,0.0,6.0,6.0,7.0
127,MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,2,1,,no,no,,no,yes,yes,yes,yes,1,5,1,3,5,5,,,,,0.0,no,0.0,13.0,14.0,14.0
128,MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,2,4,,no,no,,yes,no,no,no,yes,1,2,1,1,1,1,,,,,0.0,no,4.0,10.0,9.0,11.0
129,MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,2,2,,no,yes,,no,yes,yes,yes,no,5,4,3,1,2,4,,,,,0.0,no,0.0,10.0,10.0,10.0
130,MS,F,15,R,LE3,T,1,1,other,services,course,mother,2,1,,no,yes,,no,yes,yes,yes,yes,4,4,3,1,2,2,,,,,1.0,no,4.0,6.0,7.0,8.0
131,MS,F,16,R,GT3,T,0,2,other,other,other,mother,2,1,,no,yes,,yes,yes,yes,no,no,3,2,3,1,2,2,,,,,0.0,no,0.0,12.0,11.0,12.0
132,MS,F,17,R,GT3,T,2,3,other,other,course,mother,2,1,,no,yes,,no,yes,yes,yes,no,5,5,5,1,3,3,,,,,0.0,no,2.0,10.0,11.0,12.0
133,MS,F,15,R,GT3,T,3,3,other,services,course,father,2,1,,no,no,,no,no,yes,yes,no,4,1,3,1,1,4,,,,,0.0,no,0.0,14.0,16.0,16.0
134,MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,2,2,,no,yes,,yes,yes,yes,no,yes,5,4,5,4,5,3,,,,,0.0,no,0.0,7.0,0.0,0.0
135,MS,M,17,U,GT3,T,1,1,other,other,home,mother,1,2,,no,no,,no,no,yes,yes,no,4,4,3,2,4,5,,,,,0.0,yes,4.0,8.0,9.0,9.0
136,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,,no,yes,,yes,yes,yes,yes,no,5,3,4,1,2,2,,,,,0.0,no,0.0,12.0,13.0,14.0
137,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,,no,yes,,yes,yes,yes,yes,no,5,3,4,1,2,2,,,,,0.0,no,7.0,7.0,9.0,8.0
138,MS,M,16,R,GT3,T,3,4,other,health,other,mother,3,2,,no,no,,no,no,yes,no,no,3,4,5,1,2,5,,,,,0.0,no,4.0,9.0,10.0,11.0
139,MS,M,15,R,GT3,T,1,1,other,other,course,mother,4,2,,no,yes,,yes,yes,yes,no,yes,5,4,5,2,4,4,,,,,0.0,no,8.0,7.0,9.0,9.0
140,MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,,no,yes,,yes,yes,yes,yes,no,5,3,3,1,1,5,,,,,0.0,no,0.0,11.0,11.0,11.0
141,MS,M,17,R,GT3,T,2,1,other,other,other,mother,3,1,,no,no,,yes,yes,no,no,yes,5,5,5,5,5,3,,,,,0.0,no,8.0,8.0,10.0,9.0
142,MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,2,3,,no,no,,yes,yes,yes,yes,yes,4,2,2,1,1,4,,,,,0.0,no,6.0,16.0,16.0,17.0
143,MS,F,15,R,GT3,T,1,2,other,services,course,mother,2,1,,no,no,,no,yes,yes,no,no,5,1,2,1,1,1,,,,,0.0,no,3.0,11.0,13.0,13.0
144,MS,F,16,R,GT3,T,2,3,other,services,course,mother,3,2,,no,yes,,no,yes,yes,yes,no,4,5,4,1,2,1,,,,,0.0,no,2.0,15.0,15.0,15.0
145,MS,M,16,R,GT3,T,1,2,other,other,course,father,2,2,,no,no,,no,yes,yes,no,no,4,3,3,1,1,5,,,,,0.0,no,0.0,10.0,11.0,11.0
146,MS,F,16,R,GT3,T,2,2,other,other,course,mother,3,2,,no,yes,,no,yes,yes,yes,no,4,4,5,1,1,4,,,,,0.0,no,4.0,9.0,10.0,11.0
147,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,,no,yes,,no,yes,yes,no,no,1,3,2,1,2,4,,,,,1.0,no,0.0,10.0,8.0,8.0
148,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,,no,yes,,no,yes,yes,no,no,1,3,2,1,2,4,,,,,1.0,no,3.0,9.0,8.0,8.0
149,MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,1,2,,yes,yes,,no,no,yes,yes,no,4,4,2,3,3,2,,,,,0.0,no,0.0,9.0,10.0,9.0
150,MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,,no,yes,,no,no,yes,no,yes,5,4,3,2,1,2,,,,,0.0,no,0.0,13.0,14.0,15.0
151,MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,1,1,,no,yes,,yes,yes,yes,yes,no,5,5,5,5,5,3,,,,,0.0,no,4.0,10.0,11.0,11.0
152,MS,F,16,R,GT3,T,1,1,other,other,home,father,4,4,,no,yes,,no,no,yes,yes,no,4,3,2,1,1,1,,,,,0.0,no,0.0,13.0,10.0,13.0
153,MS,F,16,R,GT3,T,1,1,at_home,other,other,father,4,3,,yes,yes,,no,yes,yes,no,no,4,4,3,1,1,5,,,,,0.0,no,2.0,10.0,9.0,10.0
154,MS,F,15,R,GT3,T,1,1,at_home,other,home,father,2,2,,no,yes,,yes,yes,yes,yes,no,4,3,3,1,1,2,,,,,0.0,no,1.0,11.0,10.0,11.0
155,MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,,no,no,,yes,yes,yes,yes,yes,4,2,2,4,3,2,,,,,0.0,no,0.0,13.0,12.0,14.0
156,MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,,no,yes,,no,yes,yes,no,no,4,2,1,1,2,2,,,,,0.0,no,0.0,13.0,14.0,14.0
157,MS,F,15,R,LE3,T,2,2,other,other,other,father,1,3,,yes,yes,,no,yes,yes,no,no,4,4,3,2,2,5,,,,,0.0,no,2.0,14.0,11.0,12.0
158,MS,M,16,R,GT3,T,1,1,at_home,other,other,father,2,1,,no,no,,yes,yes,yes,no,no,3,4,4,3,4,5,,,,,0.0,no,6.0,11.0,11.0,11.0
159,MS,F,18,U,GT3,T,1,2,other,other,course,father,1,2,,no,yes,,yes,yes,yes,yes,yes,3,4,4,2,3,5,,,,,1.0,no,9.0,9.0,8.0,8.0
160,MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,,no,yes,,no,yes,yes,no,no,3,2,3,1,3,4,,,,,0.0,no,0.0,10.0,9.0,11.0
161,MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,,no,yes,,yes,yes,yes,yes,no,5,3,4,1,1,2,,,,,0.0,no,1.0,14.0,13.0,14.0
162,MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,3,1,,no,no,,no,yes,yes,no,no,4,3,3,1,2,4,,,,,0.0,no,1.0,13.0,12.0,13.0
163,MS,M,16,U,GT3,T,4,4,other,teacher,course,father,1,2,,no,yes,,yes,yes,yes,no,yes,4,3,1,1,1,3,,,,,0.0,no,0.0,13.0,12.0,13.0
164,MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,1,2,,no,yes,,no,yes,yes,yes,yes,4,5,4,1,1,1,,,,,0.0,no,4.0,13.0,12.0,12.0
165,MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,2,2,,no,yes,,yes,no,yes,no,no,4,4,4,2,3,5,,,,,1.0,no,2.0,12.0,11.0,12.0
166,MS,F,16,R,LE3,T,2,2,other,other,home,father,3,1,,no,yes,,yes,yes,yes,no,yes,4,3,2,1,1,4,,,,,0.0,no,0.0,14.0,14.0,16.0
167,MS,M,16,U,LE3,T,2,1,at_home,services,course,mother,2,1,,no,yes,,yes,yes,yes,yes,no,2,4,3,2,3,4,,,,,0.0,no,4.0,10.0,8.0,10.0
168,MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,3,1,,no,yes,,yes,yes,yes,yes,no,4,2,4,3,5,3,,,,,0.0,no,2.0,10.0,11.0,11.0
169,MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,,no,yes,,yes,yes,yes,no,no,5,3,2,1,1,4,,,,,0.0,no,0.0,12.0,13.0,14.0
170,MS,F,16,R,LE3,T,2,1,other,other,home,mother,1,1,,no,yes,,no,yes,yes,yes,yes,5,4,3,1,1,5,,,,,0.0,no,2.0,10.0,8.0,8.0
171,MS,M,15,U,GT3,T,3,3,services,services,course,father,2,1,,no,yes,,yes,no,yes,yes,no,4,3,3,2,4,3,,,,,0.0,no,11.0,12.0,10.0,11.0
172,MS,F,16,R,GT3,T,1,1,at_home,other,course,father,2,2,,yes,yes,,no,yes,yes,no,no,3,4,3,1,1,1,,,,,3.0,no,0.0,7.0,7.0,8.0
173,MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,1,1,,no,yes,,yes,yes,no,no,no,4,5,3,1,1,5,,,,,0.0,no,4.0,9.0,9.0,10.0
174,MS,F,19,U,GT3,T,2,3,at_home,services,course,other,1,1,,no,no,,no,yes,no,yes,yes,4,4,4,1,1,2,,,,,1.0,no,0.0,9.0,9.0,10.0
175,MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,3,1,,no,yes,,yes,yes,no,no,yes,5,5,3,1,1,3,,,,,0.0,no,2.0,9.0,10.0,11.0
176,MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,,no,yes,,no,yes,no,no,yes,5,2,1,1,3,4,,,,,0.0,no,0.0,9.0,10.0,9.0
177,MS,F,16,R,GT3,T,2,2,other,other,course,father,3,2,,no,yes,,no,yes,no,yes,no,3,4,5,1,2,1,,,,,0.0,no,1.0,9.0,10.0,11.0
178,MS,F,16,U,LE3,A,2,2,other,other,home,mother,1,1,,no,yes,,no,yes,no,no,no,4,3,4,1,2,1,,,,,0.0,no,6.0,7.0,7.0,8.0
179,MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,2,2,,no,yes,,no,yes,yes,yes,no,4,3,5,1,2,4,,,,,0.0,no,0.0,11.0,10.0,11.0
180,MS,F,16,U,GT3,T,2,2,other,services,course,father,1,1,,no,yes,,yes,no,yes,yes,no,4,4,3,1,4,3,,,,,1.0,yes,1.0,9.0,10.0,10.0
181,MS,F,18,R,LE3,A,3,2,other,other,course,other,2,3,,no,yes,,no,no,no,no,yes,3,3,2,1,1,2,,,,,2.0,no,6.0,7.0,9.0,10.0
182,MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,1,3,,no,no,,yes,yes,no,no,yes,5,3,1,1,1,3,,,,,1.0,no,6.0,7.0,9.0,9.0
183,MS,M,18,R,GT3,T,1,1,other,other,home,mother,2,1,,no,no,,yes,yes,no,yes,no,4,4,3,3,4,4,,,,,1.0,no,0.0,8.0,9.0,10.0
184,MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,2,1,,no,no,,no,no,no,yes,yes,3,2,3,1,1,2,,,,,1.0,no,4.0,9.0,11.0,10.0
185,MS,F,19,U,GT3,T,1,1,other,other,course,other,2,2,,no,yes,,no,yes,yes,yes,yes,1,1,4,4,1,1,,,,,1.0,no,12.0,7.0,8.0,9.0
186,MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,,no,no,,no,no,yes,no,yes,3,3,2,1,1,3,,,,,0.0,no,2.0,8.0,10.0,10.0
187,MS,F,17,U,GT3,T,0,1,other,at_home,course,father,2,1,,no,no,,yes,no,yes,no,no,2,4,4,3,5,5,,,,,0.0,no,5.0,9.0,9.0,10.0
188,MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1,2,,no,no,,yes,yes,no,yes,no,4,4,5,1,3,3,,,,,0.0,no,0.0,8.0,9.0,9.0
189,MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,1,1,,no,no,,yes,yes,no,yes,yes,4,5,4,1,1,4,,,,,0.0,no,0.0,14.0,13.0,13.0
190,MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,,no,yes,,yes,yes,yes,yes,yes,4,4,4,2,2,4,,,,,0.0,no,2.0,14.0,14.0,14.0
191,MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2,4,,no,yes,,yes,yes,yes,no,no,5,4,5,3,4,5,,,,,1.0,yes,0.0,10.0,11.0,10.0
192,MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,,no,yes,,yes,yes,yes,yes,no,5,3,3,1,1,1,,,,,0.0,no,0.0,14.0,13.0,14.0
193,MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,,no,yes,,yes,yes,yes,no,yes,4,2,5,1,2,5,,,,,0.0,yes,0.0,17.0,16.0,16.0
194,MS,M,17,U,GT3,T,1,2,other,other,course,father,1,1,,no,yes,,yes,yes,no,yes,yes,5,3,5,5,5,1,,,,,1.0,no,12.0,6.0,7.0,7.0
195,MS,M,16,U,LE3,T,4,3,other,other,course,father,1,1,,no,no,,yes,yes,yes,yes,no,4,2,5,1,5,5,,,,,0.0,no,8.0,14.0,12.0,13.0
196,MS,M,17,R,LE3,T,2,2,services,services,other,mother,3,4,,no,yes,,no,yes,yes,no,no,1,3,5,3,5,3,,,,,1.0,no,2.0,10.0,8.0,9.0
197,MS,F,16,U,GT3,T,1,1,other,other,course,other,1,4,,yes,yes,,yes,yes,yes,yes,no,2,2,1,1,1,5,,,,,0.0,no,0.0,14.0,14.0,14.0
198,MS,F,19,U,LE3,T,2,2,other,other,home,mother,1,3,,no,no,,no,yes,yes,yes,yes,5,4,5,1,1,1,,,,,0.0,no,0.0,12.0,13.0,13.0
199,MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,,no,yes,,yes,no,yes,yes,yes,4,4,5,1,2,5,,,,,0.0,no,0.0,11.0,11.0,11.0
200,MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,2,2,,no,no,,yes,yes,yes,yes,yes,3,3,4,2,4,3,,,,,1.0,no,8.0,11.0,9.0,10.0
201,MS,F,17,U,LE3,T,1,1,other,services,course,father,1,3,,no,yes,,no,yes,yes,no,yes,4,3,3,1,1,3,,,,,0.0,no,0.0,11.0,11.0,10.0
202,MS,M,17,R,GT3,T,2,2,other,other,course,mother,3,1,,no,yes,,no,no,yes,yes,no,4,4,5,1,2,5,,,,,1.0,no,0.0,10.0,9.0,9.0
203,MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,,no,yes,,no,yes,yes,no,no,5,3,2,1,1,1,,,,,0.0,no,0.0,16.0,17.0,18.0
204,MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,,no,yes,,yes,yes,yes,no,no,5,3,2,1,1,1,,,,,0.0,no,0.0,15.0,17.0,17.0
205,MS,F,17,U,GT3,A,1,0,other,other,other,mother,2,2,,no,no,,no,yes,yes,yes,yes,4,4,5,1,1,4,,,,,0.0,no,1.0,11.0,9.0,10.0
206,MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,1,2,,no,yes,,no,yes,yes,yes,yes,4,3,2,1,1,5,,,,,1.0,no,9.0,7.0,7.0,7.0
207,MS,F,16,U,GT3,T,3,1,other,other,course,mother,1,1,,no,no,,yes,yes,yes,yes,no,3,1,3,1,3,1,,,,,0.0,no,0.0,8.0,6.0,8.0
208,MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,1,1,,no,no,,no,yes,yes,yes,no,3,1,3,1,4,3,,,,,0.0,no,2.0,7.0,6.0,7.0
209,MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,2,2,,yes,no,,no,yes,yes,no,no,2,3,5,1,4,3,,,,,0.0,no,8.0,9.0,8.0,10.0
210,MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1,2,,no,no,,yes,no,yes,yes,yes,4,3,3,2,3,2,,,,,0.0,no,0.0,14.0,16.0,16.0
211,MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2,1,,no,no,,yes,yes,yes,yes,no,5,4,5,1,4,2,,,,,0.0,no,0.0,14.0,14.0,15.0
212,MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1,2,,no,yes,,no,yes,yes,yes,no,2,3,2,1,3,1,,,,,1.0,no,8.0,8.0,5.0,8.0
213,MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,2,2,,no,no,,yes,yes,yes,yes,no,5,2,1,1,1,2,,,,,0.0,no,0.0,8.0,7.0,0.0
214,MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,3,2,,no,yes,,no,yes,yes,yes,no,4,3,2,1,3,5,,,,,0.0,no,6.0,6.0,8.0,8.0
215,MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,2,2,,no,yes,,yes,yes,yes,yes,no,3,3,3,1,1,2,,,,,0.0,no,0.0,8.0,10.0,10.0
216,MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,,no,yes,,no,yes,yes,yes,yes,4,3,4,1,2,3,,,,,0.0,no,4.0,8.0,8.0,8.0
217,MS,M,18,U,LE3,T,4,4,at_home,health,home,mother,1,4,,no,yes,,yes,yes,no,yes,yes,5,5,5,5,5,5,,,,,0.0,no,2.0,5.0,6.0,6.0
218,MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,3,2,,no,yes,,no,no,yes,no,no,4,2,1,1,1,2,,,,,0.0,no,2.0,7.0,9.0,8.0
219,MS,M,17,U,LE3,T,4,4,other,services,home,mother,1,3,,no,yes,,no,yes,yes,yes,no,4,4,3,1,2,5,,,,,0.0,no,0.0,15.0,14.0,16.0
220,MS,F,17,R,GT3,T,4,1,other,other,other,mother,1,1,,no,no,,no,yes,yes,yes,yes,4,2,3,1,2,5,,,,,0.0,no,1.0,13.0,14.0,14.0
221,MS,M,16,U,LE3,T,2,2,services,services,other,mother,4,3,,no,no,,no,yes,yes,no,no,5,1,3,2,2,3,,,,,0.0,no,0.0,10.0,9.0,10.0
222,MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,1,1,,no,yes,,no,yes,yes,yes,no,5,1,3,1,2,5,,,,,0.0,yes,5.0,9.0,9.0,9.0
223,MS,F,16,U,LE3,T,4,4,services,services,other,father,2,1,,no,yes,,no,yes,yes,no,no,5,1,3,1,2,5,,,,,0.0,no,1.0,11.0,11.0,11.0
224,MS,M,17,U,GT3,T,3,3,services,services,home,mother,1,1,,no,yes,,yes,yes,yes,yes,no,4,1,4,5,5,3,,,,,0.0,no,8.0,7.0,10.0,9.0
225,MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,3,2,,no,no,,no,yes,yes,yes,yes,5,1,3,3,3,1,,,,,0.0,no,0.0,10.0,10.0,10.0
226,MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,,no,no,,no,no,yes,yes,yes,4,2,2,1,4,5,,,,,0.0,no,2.0,9.0,7.0,8.0
227,MS,F,16,U,LE3,T,2,1,other,services,other,mother,1,2,,no,no,,no,yes,yes,yes,yes,3,2,2,1,1,3,,,,,0.0,no,0.0,14.0,15.0,16.0
228,MS,M,16,U,LE3,T,4,4,teacher,health,other,father,1,1,,no,yes,,no,yes,yes,yes,no,4,1,2,2,5,5,,,,,0.0,no,0.0,11.0,12.0,12.0
229,MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,,no,yes,,yes,yes,yes,no,no,5,5,5,1,3,5,,,,,0.0,no,11.0,9.0,11.0,10.0
230,MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,,no,yes,,yes,yes,yes,no,no,5,4,5,2,3,5,,,,,0.0,no,8.0,13.0,14.0,14.0
231,MS,M,15,U,LE3,A,2,1,services,services,course,mother,1,1,,no,no,,yes,yes,yes,yes,no,4,3,3,1,2,5,,,,,0.0,no,11.0,12.0,13.0,12.0
232,MS,F,16,R,LE3,T,2,2,other,other,course,mother,1,3,,no,yes,,no,no,yes,no,yes,4,3,3,2,2,5,,,,,0.0,no,2.0,11.0,11.0,11.0
233,MS,F,16,U,LE3,T,4,1,other,other,home,mother,2,2,,no,yes,,yes,yes,yes,yes,no,1,2,4,2,2,1,,,,,0.0,no,8.0,9.0,10.0,10.0
234,MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,,no,no,,no,yes,yes,no,yes,4,3,3,2,2,1,,,,,0.0,no,5.0,9.0,11.0,11.0
235,MS,F,17,R,GT3,T,2,2,other,other,other,mother,2,2,,yes,no,,no,yes,yes,no,no,5,1,3,1,1,5,,,,,0.0,yes,0.0,11.0,9.0,11.0
236,MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,,no,yes,,no,yes,yes,yes,yes,5,3,5,1,4,5,,,,,0.0,no,1.0,10.0,11.0,12.0
237,MS,M,17,R,GT3,T,4,4,health,other,course,father,3,1,,no,no,,yes,yes,yes,yes,yes,3,3,3,1,3,5,,,,,3.0,no,2.0,9.0,9.0,8.0
238,MS,M,17,R,LE3,T,1,3,other,other,course,father,2,1,,no,no,,yes,yes,yes,no,yes,5,1,2,3,3,5,,,,,0.0,no,2.0,12.0,11.0,12.0
239,MS,M,17,U,GT3,T,3,4,services,other,other,mother,1,2,,no,yes,,yes,no,yes,yes,yes,5,4,4,3,4,5,,,,,1.0,no,8.0,8.0,9.0,8.0
240,MS,F,17,U,GT3,T,4,4,health,health,course,father,1,2,,no,yes,,no,yes,yes,yes,no,5,2,5,1,1,5,,,,,0.0,no,0.0,13.0,15.0,16.0
241,MS,M,16,R,LE3,T,4,1,other,at_home,other,father,1,1,,no,no,,no,yes,yes,yes,no,4,1,2,2,1,2,,,,,0.0,no,0.0,10.0,11.0,11.0
242,MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,,no,no,,yes,yes,yes,yes,yes,4,5,5,1,2,3,,,,,0.0,no,2.0,11.0,10.0,11.0
